tokenized_text,ner
"[""Show"", ""me"", ""The"", ""Flying"", ""Girl"", ""by"", ""Baum"", "","", ""L"", ""."", ""Frank"", ""("", ""Lyman"", ""Frank"", "")"", "","", ""1856-1919"", ""and"", ""Nuyttens"", "","", ""Josef"", ""Pierre"", "","", ""1885-1960"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 2, ""end"": 4, ""label"": ""title""}, {""start"": 6, ""end"": 16, ""label"": ""author""}, {""start"": 18, ""end"": 26, ""label"": ""author""}]"
"[""I"", ""read"", ""The"", ""Woman"", ""Who"", ""Walked"", ""Into"", ""Doors"", ""last"", ""week"", "","", ""and"", ""Roddy"", ""Doyle"", ""is"", ""a"", ""legend"", "".""]","[[2, 7, ""title""], [12, 13, ""author""]]"
"[""That"", ""new"", ""book"", "","", ""Single"", ""by"", ""Saturday"", "","", ""by"", ""Catherine"", ""Bybee"", "","", ""is"", ""getting"", ""a"", ""lot"", ""of"", ""hype"", "".""]","[[4, 6, ""title""], [9, 10, ""author""]]"
"[""RECOMMEND"", ""WOODBURN"", ""GRANGE"", "":"", ""A"", ""STORY"", ""OF"", ""ENGLISH"", ""COUNTRY"", ""LIFE"", "";"", ""VOL"", ""."", ""1"", ""OF"", ""3"", ""?""]","[{""start"": 1, ""end"": 15, ""label"": ""title""}]"
"[""Searching"", ""For"", ""The"", ""Author"", ""Fitzhugh"", "","", ""Percy"", ""Keese"", "","", ""1876-1950"", ""And"", ""Hastings"", "","", ""Howard"", ""L"", ""."", ""("", ""Howard"", ""Livingston"", "")"", "","", ""1887-1955"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}, {""start"": 11, ""end"": 24, ""label"": ""author""}]"
"[""Stone"", ""Soup"", ""is"", ""such"", ""a"", ""charming"", ""childrens"", ""classic"", "","", ""Marcia"", ""Brown"", ""rocks"", "".""]","[[0, 1, ""title""], [9, 10, ""author""]]"
"[""i"", ""'"", ""m"", ""interested"", ""in"", ""memoirs"", ""and"", ""services"", ""of"", ""the"", ""eighty-third"", ""regiment"", "","", ""county"", ""of"", ""dublin"", "","", ""from"", ""1793"", ""to"", ""1907"", ""including"", ""the"", ""campaigns"", ""of"", ""the"", ""regiment"", ""in"", ""the"", ""west"", ""indies"", "","", ""africa"", "","", ""the"", ""peninsula"", "","", ""ceylon"", "","", ""canada"", "","", ""and"", ""india"", "".""]","[{""start"": 5, ""end"": 42, ""label"": ""title""}]"
"[""Show"", ""Me"", ""Einstein"", ""'"", ""S"", ""Planetoid"", ""By"", ""Kornbluth"", "","", ""C"", ""."", ""M"", ""."", ""("", ""Cyril"", ""M"", ""."", "")"", "","", ""1923-1958"", "","", ""Lowndes"", "","", ""Robert"", ""W"", ""."", "","", ""1916-1998"", "","", ""Pohl"", "","", ""Frederik"", "","", ""1919-2013"", "","", ""Cohen"", "","", ""Chester"", ""["", ""Illustrator"", ""]"", "","", ""And"", ""Knight"", "","", ""Damon"", "","", ""1922-2002"", ""["", ""Illustrator"", ""]"", "".""]","[{""start"": 2, ""end"": 5, ""label"": ""title""}, {""start"": 7, ""end"": 19, ""label"": ""author""}, {""start"": 21, ""end"": 27, ""label"": ""author""}, {""start"": 29, ""end"": 33, ""label"": ""author""}, {""start"": 35, ""end"": 40, ""label"": ""author""}, {""start"": 43, ""end"": 50, ""label"": ""author""}]"
"[""I"", ""heard"", ""Rotten"", "":"", ""No"", ""Irish"", "","", ""No"", ""Blacks"", "","", ""No"", ""Dogs"", ""is"", ""intense"", "","", ""who"", ""wrote"", ""it"", ""again"", ""?""]","[[2, 11, ""title""]]"
"[""I"", ""just"", ""finished"", ""Dust"", ""of"", ""Dreams"", ""by"", ""Steven"", ""Erikson"", "","", ""and"", ""wow"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""any"", ""recommendations"", ""by"", ""lehtim\u00e4ki"", "","", ""konrad"", "","", ""1883-1937"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}]"
"[""ANY"", ""RECOMMENDATIONS"", ""BY"", ""MCFEE"", "","", ""WILLIAM"", "","", ""1881-1966"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}]"
"[""Searching"", ""For"", ""The"", ""Manuscript"", ""Called"", ""Az"", ""Uj"", ""Nemzed\u00e9k"", "".""]","[{""start"": 5, ""end"": 7, ""label"": ""title""}]"
"[""i"", ""like"", ""the"", ""originator"", ""aesop"", "","", ""621"", ""?"", ""bce-565"", ""?"", ""bce"", "".""]","[{""start"": 4, ""end"": 10, ""label"": ""author""}]"
"[""Find"", ""Text"", ""The"", ""Woodcraft"", ""Girls"", ""At"", ""Camp"", "","", ""Novelist"", ""Roy"", "","", ""Lillian"", ""Elizabeth"", "","", ""1868-1932"", "".""]","[{""start"": 2, ""end"": 6, ""label"": ""title""}, {""start"": 9, ""end"": 14, ""label"": ""author""}]"
"[""CAN"", ""YOU"", ""FIND"", ""THE"", ""STORY"", ""ENGLISH"", ""LITERATURE"", "":"", ""MODERN"", ""WRITTEN"", ""BY"", ""MAIR"", "","", ""G"", ""."", ""H"", ""."", ""("", ""GEORGE"", ""HERBERT"", "")"", "","", ""1887-1926"", ""?""]","[{""start"": 5, ""end"": 8, ""label"": ""title""}, {""start"": 11, ""end"": 22, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Thirst"", ""No."", ""2:"", ""Phantom,"", ""Evil"", ""Thirst,"", ""and"", ""Creatures"", ""of"", ""Forever"", ""last"", ""night"", "","", ""and"", ""Christopher"", ""Pike"", ""nailed"", ""it"", "".""]","[[3, 12, ""title""], [17, 18, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Forever"", ""by"", ""Jacquelyn"", ""Frank"", "","", ""it's"", ""wild""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""What"", ""Did"", ""Lawrence"", "","", ""D"", ""."", ""H"", ""."", ""("", ""David"", ""Herbert"", "")"", "","", ""1885-1930"", ""Write"", ""?""]","[{""start"": 2, ""end"": 13, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Nonesuch"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""looking"", ""for"", ""london"", ""river"", "","", ""the"", ""text"", ""from"", ""tomlinson"", "","", ""h"", ""."", ""m"", ""."", ""("", ""henry"", ""major"", "")"", "","", ""1873-1958"", "".""]","[{""start"": 2, ""end"": 3, ""label"": ""title""}, {""start"": 8, ""end"": 19, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""El"", ""hurac\u00e1n"", ""y"", ""la"", ""mariposa"", ""by"", ""Yolanda"", ""Guerrero"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""FIND"", ""BOOK"", ""THE"", ""DEAF"", ""THEIR"", ""POSITION"", ""IN"", ""SOCIETY"", ""AND"", ""THE"", ""PROVISION"", ""FOR"", ""THEIR"", ""EDUCATION"", ""IN"", ""THE"", ""UNITED"", ""STATES"", "","", ""ORIGINATOR"", ""BEST"", "","", ""HARRY"", "","", ""1880-1971"", "".""]","[{""start"": 2, ""end"": 17, ""label"": ""title""}, {""start"": 20, ""end"": 24, ""label"": ""author""}]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Something"", ""Blue"", ""by"", ""Emily"", ""Giffin"", "".""]","[[5, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""sister"", ""won't"", ""stop"", ""talking"", ""about"", ""Kat"", ""in"", ""Zombieland"", ""by"", ""Gena"", ""Showalter"", "".""]","[[6, 8, ""title""]]"
"[""I"", ""just"", ""finished"", ""My"", ""Brilliant"", ""Friend"", ""by"", ""Elena"", ""Ferrante"", "","", ""and"", ""wow""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Naked"", ""Ape"", "":"", ""A"", ""Zoologist's"", ""Study"", ""of"", ""the"", ""Human"", ""Animal"", "".""]","[[6, 8, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""A"", ""Sibling"", ""in"", ""Always"", ""by"", ""Ernest"", ""Gordon"", ""Taulbee"", "".""]","[[6, 9, ""title""], [11, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""O'Sullivan"", ""Twins"", ""by"", ""Enid"", ""Blyton""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""That"", ""Italian"", ""thriller"", ""Un"", ""luogo"", ""incerto"", ""had"", ""me"", ""hooked"", ""last"", ""night"", "".""]","[[3, 5, ""title""]]"
"[""Which"", ""author"", ""wrote"", ""A"", ""Wolf"", ""at"", ""the"", ""Table"", "","", ""Augusten"", ""Burroughs"", ""?""]","[[3, 7, ""title""], [9, 10, ""author""]]"
"[""Searching"", ""For"", ""The"", ""Work"", ""Called"", ""Yl\u00f6snousemus"", ""Ii"", "".""]","[{""start"": 5, ""end"": 6, ""label"": ""title""}]"
"[""requesting"", ""information"", ""on"", ""leonie"", ""of"", ""the"", ""jungle"", ""("", ""conquest"", "","", ""joan"", "","", ""1883-1941"", "")"", "".""]","[{""start"": 3, ""end"": 6, ""label"": ""title""}, {""start"": 8, ""end"": 12, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Stay"", ""Alive"", "","", ""you"", ""should"", ""check"", ""it"", ""out""]","[[6, 7, ""title""]]"
"[""Have"", ""you"", ""read"", ""The"", ""Little"", ""Sister"", ""by"", ""Raymond"", ""Chandler"", ""?"", ""It"", ""is"", ""such"", ""a"", ""moody"", ""noir"", ""classic"", "".""]","[[3, 6, ""title""], [7, 9, ""author""]]"
"[""Could"", ""you"", ""remind"", ""me"", ""who"", ""wrote"", ""The"", ""Tyrant\u2019s"", ""Tomb"", ""by"", ""Rick"", ""Riordan"", ""("", ""Goodreads"", ""Author"", "")"", ""again"", ""?""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""tell"", ""me"", ""more"", ""about"", ""the"", ""little"", ""book"", ""of"", ""the"", ""flag"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""title""}]"
"[""Have"", ""You"", ""Heard"", ""Of"", ""The"", ""Book"", ""The"", ""Valley"", ""Of"", ""The"", ""Giants"", ""?""]","[{""start"": 6, ""end"": 10, ""label"": ""title""}]"
"[""I"", ""just"", ""finished"", ""Teen"", ""Titans"", "":"", ""Raven"", ""and"", ""it's"", ""totally"", ""my"", ""vibe"", "","", ""honestly"", "".""]","[[3, 6, ""title""]]"
"[""A"", ""Dama"", ""Negra"", ""is"", ""my"", ""current"", ""read"", "","", ""by"", ""Nora"", ""Roberts"", "".""]","[[0, 2, ""title""], [9, 10, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Claimed"", ""by"", ""the"", ""Highlander"", "","", ""it's"", ""the"", ""kind"", ""of"", ""romance"", ""I"", ""devoured"", "".""]","[[5, 8, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Tomb"", ""by"", ""F."", ""Paul"", ""Wilson"", "".""]","[[6, 7, ""title""], [9, 11, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""PERSONAL"", ""RECOLLECTIONS"", ""OF"", ""DISTINGUISHED"", ""GENERALS"", "","", ""ATTRIBUTED"", ""TO"", ""SHANKS"", "","", ""WILLIAM"", ""FRANKLIN"", ""GORE"", "","", ""1837-1905"", "".""]","[{""start"": 3, ""end"": 7, ""label"": ""title""}, {""start"": 11, ""end"": 17, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""A"", ""Work"", ""in"", ""Progress"", "","", ""Connor"", ""Franta"", ""is"", ""such"", ""a"", ""vibe"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Fireblood"", ""and"", ""I"", ""think"", ""Amarantha"", ""Knight"", ""did"", ""a"", ""great"", ""job"", "".""]","[[3, 3, ""title""], [7, 8, ""author""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""book"", ""Prose"", ""Fancies"", ""("", ""Second"", ""Series"", "")"", ""?""]","[{""start"": 6, ""end"": 11, ""label"": ""title""}]"
"[""HAVE"", ""YOU"", ""HEARD"", ""OF"", ""THE"", ""BOOK"", ""THE"", ""MOON"", ""AND"", ""THE"", ""SUN"", ""?""]","[{""start"": 6, ""end"": 10, ""label"": ""title""}]"
"[""looking"", ""for"", ""the"", ""peacock"", ""'"", ""at"", ""home"", "":"", ""'"", ""a"", ""sequel"", ""to"", ""the"", ""butterfly"", ""'"", ""s"", ""ball"", "","", ""the"", ""story"", ""from"", ""dorset"", "","", ""catherine"", ""ann"", ""turner"", "","", ""1750"", ""?"", ""-"", ""1817"", ""?"", "".""]","[{""start"": 2, ""end"": 16, ""label"": ""title""}, {""start"": 21, ""end"": 31, ""label"": ""author""}]"
"[""searching"", ""for"", ""the"", ""composer"", ""ford"", "","", ""robert"", "","", ""1846-1905"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Lost"", ""by"", ""Sarah"", ""Prineas"", ""and"", ""it's"", ""surprisingly"", ""fun"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""where"", ""can"", ""i"", ""find"", ""und"", ""die"", ""ihr"", ""alle"", ""meine"", ""br\u00fcder"", ""seid"", ""?""]","[{""start"": 4, ""end"": 10, ""label"": ""title""}]"
"[""find"", ""manuscript"", ""the"", ""re-creation"", ""of"", ""brian"", ""kent"", "","", ""scribe"", ""wright"", "","", ""harold"", ""bell"", "","", ""1872-1944"", "".""]","[{""start"": 2, ""end"": 6, ""label"": ""title""}, {""start"": 9, ""end"": 14, ""label"": ""author""}]"
"[""I"", ""'"", ""M"", ""Interested"", ""In"", ""Mistress"", ""Branican"", "".""]","[{""start"": 5, ""end"": 6, ""label"": ""title""}]"
"[""IS"", ""ERNEST"", ""MALTRAVERS"", ""\u2014"", ""VOLUME"", ""02"", ""BY"", ""LYTTON"", "","", ""EDWARD"", ""BULWER"", ""LYTTON"", "","", ""BARON"", "","", ""1803-1873"", ""AVAILABLE"", ""?""]","[{""start"": 1, ""end"": 5, ""label"": ""title""}, {""start"": 7, ""end"": 15, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Damon"", ""by"", ""Teresa"", ""Gabelman"", ""and"", ""I'm"", ""curious"", ""what"", ""you"", ""think"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""show"", ""me"", ""manuscripts"", ""by"", ""keightley"", "","", ""thomas"", "","", ""1789-1872"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""Fetch"", ""Details"", ""For"", ""The"", ""Novel"", ""Gerfaut"", ""\u2014"", ""Volume"", ""4"", ""By"", ""The"", ""Originator"", ""Bernard"", "","", ""Charles"", ""De"", "","", ""1804-1850"", "".""]","[{""start"": 5, ""end"": 8, ""label"": ""title""}, {""start"": 12, ""end"": 17, ""label"": ""author""}]"
"[""My"", ""friend"", ""wants"", ""me"", ""to"", ""read"", ""The"", ""Old"", ""Capital"", ""by"", ""Yasunari"", ""Kawabata"", "","", ""but"", ""I"", ""might"", ""need"", ""a"", ""better"", ""translation"", ""than"", ""J."", ""Martin"", ""Holman""]","[[6, 8, ""title""], [10, 11, ""author""], [21, 23, ""author""]]"
"[""where"", ""can"", ""i"", ""find"", ""mystery"", ""of"", ""the"", ""ambush"", ""in"", ""india"", ""?""]","[{""start"": 4, ""end"": 9, ""label"": ""title""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Toilers"", ""of"", ""the"", ""Sea"", ""by"", ""Victor"", ""Hugo"", "".""]","[[6, 10, ""title""]]"
"[""show"", ""me"", ""diary"", ""and"", ""notes"", ""of"", ""horace"", ""templeton"", "","", ""esq"", ""."", ""volume"", ""ii"", ""("", ""of"", ""ii"", "")"", ""by"", ""lever"", "","", ""charles"", ""james"", "","", ""1806-1872"", "".""]","[{""start"": 2, ""end"": 16, ""label"": ""title""}, {""start"": 18, ""end"": 23, ""label"": ""author""}]"
"[""What"", ""did"", ""Mace"", "","", ""William"", ""H"", ""."", ""("", ""William"", ""Harrison"", "")"", "","", ""1852-1938"", "","", ""Audibert"", "","", ""P"", ""."", ""Raymond"", ""("", ""Paul"", ""Raymond"", "")"", "","", ""1858-1919"", ""["", ""Illustrator"", ""]"", "","", ""Colby"", "","", ""Homer"", ""Wayland"", "","", ""1874-1950"", ""["", ""Illustrator"", ""]"", "","", ""Reich"", "","", ""Jacques"", "","", ""1852-1923"", ""["", ""Illustrator"", ""]"", "","", ""and"", ""Williamson"", "","", ""B"", ""."", ""F"", ""."", ""["", ""Illustrator"", ""]"", ""write"", ""?""]","[{""start"": 2, ""end"": 12, ""label"": ""author""}, {""start"": 14, ""end"": 27, ""label"": ""author""}, {""start"": 29, ""end"": 37, ""label"": ""author""}, {""start"": 39, ""end"": 46, ""label"": ""author""}, {""start"": 49, ""end"": 57, ""label"": ""author""}]"
"[""What"", ""Did"", ""K\u00f3bor"", "","", ""Tam\u00e1s"", "","", ""1867-1942"", ""Write"", ""?""]","[{""start"": 2, ""end"": 6, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Tiger"", ""'"", ""s"", ""Dream"", ""by"", ""Colleen"", ""Houck"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Chibi"", ""Vampire"", "","", ""Vol"", ""02"", ""by"", ""Yuna"", ""Kagesaki"", "".""]","[[5, 9, ""title""]]"
"[""Richmond"", "","", ""Leigh"", "","", ""1911-1995"", ""And"", ""Schoenherr"", "","", ""John"", "","", ""1935-2010"", ""["", ""Illustrator"", ""]"", ""'"", ""S"", ""Text"", "":"", ""Prologue"", ""To"", ""An"", ""Analogue"", "".""]","[{""start"": 18, ""end"": 21, ""label"": ""title""}, {""start"": 0, ""end"": 4, ""label"": ""author""}, {""start"": 6, ""end"": 13, ""label"": ""author""}]"
"[""Requesting"", ""information"", ""on"", ""As"", ""Others"", ""See"", ""Us"", "":"", ""Being"", ""the"", ""Diary"", ""of"", ""a"", ""Canadian"", ""Debutante"", ""("", ""Jarvis"", "","", ""W"", ""."", ""H"", ""."", ""P"", ""."", ""("", ""William"", ""Henry"", ""Pope"", "")"", "","", ""1876-1944"", ""and"", ""Wickson"", "","", ""Alfred"", ""Morton"", "","", ""1882-1947"", ""["", ""Illustrator"", ""]"", "")"", "".""]","[{""start"": 3, ""end"": 14, ""label"": ""title""}, {""start"": 16, ""end"": 30, ""label"": ""author""}, {""start"": 32, ""end"": 40, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Maybe"", ""Not"", ""by"", ""Colleen"", ""Hoover"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""have"", ""you"", ""heard"", ""of"", ""the"", ""manuscript"", ""kaukomieli"", ""?""]","[{""start"": 6, ""end"": 6, ""label"": ""title""}]"
"[""I"", ""just"", ""finished"", ""reading"", ""The"", ""Saddest"", ""Summer"", ""Of"", ""Samuel"", ""S"", ""and"", ""I'm"", ""curious"", ""who"", ""wrote"", ""it"", "".""]","[[4, 9, ""title""]]"
"[""I"", ""Want"", ""To"", ""Read"", ""Stories"", ""Of"", ""The"", ""Wagner"", ""Opera"", ""By"", ""Guerber"", "","", ""H"", ""."", ""A"", ""."", ""("", ""H\u00e9l\u00e8ne"", ""Adeline"", "")"", "","", ""1859-1929"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""title""}, {""start"": 10, ""end"": 21, ""label"": ""author""}]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""Fruits"", ""Basket"", "","", ""Vol."", ""3"", ""by"", ""Natsuki"", ""Takaya"", "".""]","[[5, 9, ""title""], [11, 12, ""author""]]"
"[""Just"", ""finished"", ""I"", ""Am"", ""Wolf"", ""last"", ""night"", "","", ""Joann"", ""Buchanan"", "".""]","[[2, 4, ""title""], [8, 9, ""author""]]"
"[""LOOKING"", ""FOR"", ""THE"", ""DAREDEVIL"", "","", ""THE"", ""PUBLICATION"", ""FROM"", ""DAVIESS"", "","", ""MARIA"", ""THOMPSON"", "","", ""1872-1924"", "".""]","[{""start"": 2, ""end"": 3, ""label"": ""title""}, {""start"": 8, ""end"": 13, ""label"": ""author""}]"
"[""Have"", ""You"", ""Heard"", ""Of"", ""The"", ""Publication"", ""The"", ""Lonely"", ""Way"", ""\u2014"", ""Intermezzo"", ""\u2014"", ""Countess"", ""Mizzie"", ""Three"", ""Plays"", ""?""]","[{""start"": 6, ""end"": 15, ""label"": ""title""}]"
"[""Find"", ""Storys"", ""Attributed"", ""To"", ""Waugh"", "","", ""Edwin"", "","", ""1817-1890"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""Just"", ""finished"", ""Chasing"", ""Amanda"", ""last"", ""night"", "","", ""and"", ""wow"", "","", ""that"", ""twist"", ""was"", ""wild"", "".""]","[[2, 3, ""title""]]"
"[""Looking"", ""for"", ""The"", ""Flutter"", ""of"", ""the"", ""Goldleaf"", "","", ""and"", ""Other"", ""Plays"", "","", ""the"", ""publication"", ""from"", ""Dargan"", "","", ""Olive"", ""Tilford"", "","", ""1869-1968"", ""and"", ""Peterson"", "","", ""Frederick"", "","", ""1859-1938"", "".""]","[{""start"": 2, ""end"": 10, ""label"": ""title""}, {""start"": 15, ""end"": 20, ""label"": ""author""}, {""start"": 22, ""end"": 26, ""label"": ""author""}]"
"[""i"", ""like"", ""the"", ""originator"", ""walsh"", "","", ""george"", ""e"", ""."", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""What"", ""is"", ""the"", ""work"", ""The"", ""Book"", ""of"", ""the"", ""Thousand"", ""Nights"", ""and"", ""a"", ""Night"", ""\u2014"", ""Volume"", ""04"", ""about"", ""?""]","[{""start"": 4, ""end"": 15, ""label"": ""title""}]"
"[""That"", ""Bangla"", ""title"", ""\u09ae\u09bf\u09b8\u09bf\u09b0"", ""\u0986\u09b2\u09bf"", ""\u0985\u09ae\u09a8\u09bf\u09ac\u09be\u09b8"", ""\u09e7"", ""by"", ""Humayun"", ""Ahmed"", ""is"", ""fascinating"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""SHOW"", ""ME"", ""MANUSCRIPTS"", ""BY"", ""AGRIPPA"", "","", ""J"", ""."", "".""]","[{""start"": 4, ""end"": 7, ""label"": ""author""}]"
"[""That"", ""scene"", ""in"", ""Wizard"", ""at"", ""Large"", ""had"", ""me"", ""laughing"", "","", ""Jim"", ""Butcher"", ""really"", ""nailed"", ""it"", "".""]","[[3, 5, ""title""], [10, 11, ""author""]]"
"[""ANY"", ""RECOMMENDATIONS"", ""BY"", ""ALARC\u00d3N"", "","", ""PEDRO"", ""ANTONIO"", ""DE"", "","", ""1833-1891"", ""["", ""CONTRIBUTOR"", ""]"", "","", ""B\u00c9CQUER"", "","", ""GUSTAVO"", ""ADOLFO"", "","", ""1836-1870"", ""["", ""CONTRIBUTOR"", ""]"", "","", ""CABALLERO"", "","", ""FERN\u00c1N"", "","", ""1796-1877"", ""["", ""CONTRIBUTOR"", ""]"", "","", ""AND"", ""SELGAS"", "","", ""JOS\u00c9"", "","", ""1824-1882"", ""["", ""CONTRIBUTOR"", ""]"", ""?""]","[{""start"": 3, ""end"": 12, ""label"": ""author""}, {""start"": 14, ""end"": 22, ""label"": ""author""}, {""start"": 24, ""end"": 31, ""label"": ""author""}, {""start"": 34, ""end"": 41, ""label"": ""author""}]"
"[""FETCH"", ""DETAILS"", ""FOR"", ""THE"", ""TEXT"", ""SCULPTURE"", ""OF"", ""THE"", ""EXPOSITION"", ""PALACES"", ""AND"", ""COURTS"", ""DESCRIPTIVE"", ""NOTES"", ""ON"", ""THE"", ""ART"", ""OF"", ""THE"", ""STATUARY"", ""AT"", ""THE"", ""PANAMA-PACIFIC"", ""INTERNATIONAL"", ""EXPOSITION"", "","", ""SAN"", ""FRANCISCO"", ""BY"", ""THE"", ""WRITER"", ""JAMES"", "","", ""JULIET"", ""HELENA"", ""LUMBARD"", "","", ""1864"", ""-"", "".""]","[{""start"": 5, ""end"": 27, ""label"": ""title""}, {""start"": 31, ""end"": 38, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Lichtstorm"", ""by"", ""Gregory"", ""Benford"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""], [8, 9, ""author""]]"
